Training Accuracy,Loss
0.5760953088250186,1.2667769348044107
0.7805533991878899,0.71754922438914
0.7651806103092812,0.6192326030760522
0.7652690746320596,0.8764017229428107
0.8104985108978483,0.6981634414601381
0.8359194610842229,0.6895547406228315
0.83724000779423,0.670645230849138
0.8352591574152691,0.645837998613543
0.8451634240390523,0.6213487936457457
0.851105961381661,0.6316627544852403
