Training Accuracy,Loss
0.565517238443121,1.3120870310097492
0.7796387502125331,0.34935755811888597
0.786206878582245,0.36358797450187463
0.8006568169946153,0.3232596797026749
0.8183908053219612,0.2715981173279737
0.8223316993032183,0.25003287118470774
0.8315270988812,0.23765364853890894
0.8407225210091164,0.14604816133786666
0.8407225085009495,0.2195248189275123
0.8443349811243893,0.23527158014138755
