Training Accuracy,Loss
0.8585219587014613,0.3479172084703744
0.9457390168098889,0.24248231011542049
0.9494008060976288,0.2601491219298555
0.9583888154888598,0.2228715273314433
0.9593874945859617,0.2393036242388994
0.959720363550275,0.25658428793455984
0.9607190422307,0.2388445205532542
0.9627163785989687,0.251594162475481
0.9620505912445197,0.2572493753226513
0.9643808251889187,0.24566184899216664
